Ref	x	y	Connectivity	Point First Moment	Point Second Moment
3735600	2.92	6.72	405	293.24362	333.58081
3735601	2.92	6.76	320	178.73674	162.84801
3735602	2.92	6.8	271	133.84842	107.1408
3735603	2.92	6.84	241	103.35139	64.139198
3735605	2.92	6.92	83	18.575243	4.9952002
3735606	2.92	6.96	87	18.707726	5.3072
3735607	2.92	7	97	22.903288	7.6799998
3735608	2.92	7.04	102	24.907566	8.7552004
3735609	2.92	7.08	104	26.486828	9.592
3735610	2.92	7.12	105	28.274229	10.5248
3735611	2.92	7.16	103	29.388485	11.184
3801088	2.96	4.8	85	41.581909	29.2064
3801089	2.96	4.84	58	13.859875	4.7536001
3801090	2.96	4.88	30	4.5404897	0.89279997
3801091	2.96	4.92	193	129.37222	117.2784
3801092	2.96	4.96	192	116.09351	98.3424
3801093	2.96	5	186	101.59654	79.564796
3801094	2.96	5.04	172	81.4235	56.063999
3801095	2.96	5.08	127	39.823441	15.872
3801096	2.96	5.12	92	27.770664	11.2768
3801097	2.96	5.16	382	235.87764	206.4128
3801098	2.96	5.2	420	239.7036	198.6656
3801099	2.96	5.24	435	237.36275	188.4384
3801100	2.96	5.28	455	238.19411	178.72
3801101	2.96	5.32	447	223.56174	159.5744
3801102	2.96	5.36	467	241.29996	178.06081
3801103	2.96	5.4	468	236.99042	168.29601
3801104	2.96	5.44	450	216.2874	144.16319
3801105	2.96	5.48	405	188.88159	117.4624
3801106	2.96	5.52	374	170.54704	102.6848
3801107	2.96	5.56	362	161.16765	93.444801
3801108	2.96	5.6	356	155.45341	87.601601
3801109	2.96	5.64	352	150.75609	82.908798
3801110	2.96	5.68	352	149.30342	81.737602
3801111	2.96	5.72	350	148.8269	81.806396
3801112	2.96	5.76	343	145.94128	80.6912
3801113	2.96	5.8	339	144.5766	81.065598
3801114	2.96	5.84	337	143.96118	82.239998
3801115	2.96	5.88	339	147.61288	87.367996
3801116	2.96	5.92	397	206.3087	154.8752
3801117	2.96	5.96	539	395.32129	430.9584
3801118	2.96	6	540	396.14984	428.86081
3801119	2.96	6.04	334	165.94984	117.4064
3801120	2.96	6.08	316	157.32072	113.0928
3801121	2.96	6.12	312	163.14531	122.9376
3801122	2.96	6.16	308	168.91061	132.6864
3801123	2.96	6.2	305	175.74461	143.5296
3801124	2.96	6.24	297	181.3558	153.93919
3801125	2.96	6.28	291	188.44608	165.8096
3801126	2.96	6.32	104	33.364124	13.9712
3801127	2.96	6.36	125	41.763016	18.164801
3801128	2.96	6.4	139	47.316441	20.624001
3801129	2.96	6.44	130	46.336147	21.084801
3801131	2.96	6.52	249	102.71947	58.257599
3801132	2.96	6.56	277	126.43604	89.457603
3801133	2.96	6.6	325	175.80861	153.2128
3801134	2.96	6.64	419	304.79086	346.74399
3801135	2.96	6.68	459	343.69019	387.80161
3801136	2.96	6.72	414	295.46216	332.00961
3801137	2.96	6.76	338	186.93533	164.0448
3801138	2.96	6.8	293	141.04265	105.7984
3801139	2.96	6.84	255	110.78763	68.323196
3801141	2.96	6.92	83	17.128313	4.1887999
3801142	2.96	6.96	100	23.130611	7.3568001
3801143	2.96	7	106	24.39456	7.9424
3801144	2.96	7.04	109	25.525942	8.4848003
3801145	2.96	7.08	107	25.276199	8.3936005
3801146	2.96	7.12	107	27.00593	9.4239998
3801147	2.96	7.16	108	29.962065	11.1632
3866624	3	4.8	269	285.2059	384.064
3866625	3	4.84	306	286.14209	368.616
3866626	3	4.88	316	281.14218	351.73761
3866627	3	4.92	310	273.35226	332.5968
3866628	3	4.96	312	263.85147	309.83679
3866629	3	5	322	259.8038	294.31039
3866630	3	5.04	332	252.69942	273.3168
3866631	3	5.08	345	246.62799	253.92641
3866632	3	5.12	374	249.69357	243.4688
3866633	3	5.16	444	264.87527	236.3136
3866634	3	5.2	457	263.85822	226.2016
3866635	3	5.24	465	258.03333	211.2928
3866636	3	5.28	477	255.05229	198.79201
3866637	3	5.32	469	244.33694	187.384
3866638	3	5.36	484	255.58507	195.84801
3866639	3	5.4	481	246.41516	180.75681
3866640	3	5.44	466	227.62523	158.5632
3866641	3	5.48	428	200.38931	132.008
3866642	3	5.52	408	190.89244	123.6544
3866643	3	5.56	393	181.09453	115.0656
3866644	3	5.6	373	168.28201	104.6224
3866645	3	5.64	369	164.16472	100.4464
3866646	3	5.68	365	159.90039	96.188797
3866647	3	5.72	358	156.15387	93.7808
3866648	3	5.76	357	155.86826	93.590401
3866649	3	5.8	353	153.51762	92.344002
3866650	3	5.84	352	155.09401	94.873596
3866651	3	5.88	356	158.59486	98.5504
3866652	3	5.92	410	208.02751	150.216
3866653	3	5.96	547	397.59076	430.3584
3866654	3	6	550	397.54211	425.90079
3866655	3	6.04	345	165.2907	112.7184
3866656	3	6.08	331	162.29266	114.8864
3866657	3	6.12	324	166.16064	123.1776
3866658	3	6.16	318	169.6765	131.0864
3866659	3	6.2	308	172.95802	140.13921
3866660	3	6.24	306	181.82072	152.93919
3866661	3	6.28	293	187.83348	164.7776
3866662	3	6.32	111	35.56448	14.9712
3866663	3	6.36	155	51.711483	22.249599
3866664	3	6.4	184	68.285156	31.9744
3866665	3	6.44	185	75.544006	39.409599
3866667	3	6.52	251	96.904282	49.8288
3866668	3	6.56	280	119.34347	76.624001
3866669	3	6.6	344	183.02953	153.0768
3866670	3	6.64	446	321.07849	356.39679
3866671	3	6.68	497	375.69952	419.1568
3866672	3	6.72	463	339.43518	376.8544
3866673	3	6.76	392	235.65625	216.6208
3866674	3	6.8	346	186.42545	155.37601
3866675	3	6.84	314	167.43939	139.81599
3866677	3	6.92	99	21.90798	6.0256
3866678	3	6.96	117	27.258326	8.4175997
3866679	3	7	118	26.564445	8.0880003
3866680	3	7.04	113	24.881172	7.5567999
3866681	3	7.08	111	25.387308	8.1280003
3866682	3	7.12	111	27.838657	9.8559999
3866683	3	7.16	122	46.272751	35.766399
3932160	3.04	4.8	300	306.1478	405.21759
3932161	3.04	4.84	320	299.5354	383.90561
3932162	3.04	4.88	326	291.02536	363.00641
3932163	3.04	4.92	317	279.61249	341.9024
3932164	3.04	4.96	321	271.3609	322.09921
3932165	3.04	5	329	265.8786	305.0528
3932166	3.04	5.04	339	259.02194	286.44321
3932167	3.04	5.08	375	268.3595	279.59201
3932168	3.04	5.12	408	269.8913	265.90561
3932169	3.04	5.16	456	277.92145	257.24799
3932170	3.04	5.2	459	270.13348	241.696
3932171	3.04	5.24	468	265.42044	228.4496
3932172	3.04	5.28	478	262.75681	217.336
3932173	3.04	5.32	474	253.80664	205.7744
3932174	3.04	5.36	492	264.13156	211.27679
3932175	3.04	5.4	492	260.94006	203.70239
3932176	3.04	5.44	474	238.14188	176.0368
3932177	3.04	5.48	444	215.88725	153.2832
3932178	3.04	5.52	418	200.89526	140.26241
3932179	3.04	5.56	404	193.81007	133.39841
3932180	3.04	5.6	396	187.50414	126.7472
3932181	3.04	5.64	385	179.59515	119.5456
3932182	3.04	5.68	376	171.62955	112.3072
3932183	3.04	5.72	367	166.64774	108.1744
3932184	3.04	5.76	366	165.46899	106.4592
3932185	3.04	5.8	366	165.85594	106.4912
3932186	3.04	5.84	366	165.61865	106.4048
3932187	3.04	5.88	367	166.86472	107.7472
3932188	3.04	5.92	421	212.84048	151.0224
3932189	3.04	5.96	567	413.94699	444.96799
3932190	3.04	6	569	414.15894	442.37439
3932191	3.04	6.04	367	182.38228	128.2368
3932192	3.04	6.08	353	179.01418	129.6944
3932193	3.04	6.12	351	184.35657	137.70399
3932194	3.04	6.16	346	187.8327	144.6608
3932195	3.04	6.2	346	194.46359	154.0704
3932196	3.04	6.24	346	201.18672	164.336
3932197	3.04	6.28	358	212.4406	177.3904
3932198	3.04	6.32	393	239.18513	200.5632
3932199	3.04	6.36	380	243.6611	213.416
3932200	3.04	6.4	373	245.28171	222.8448
3932201	3.04	6.44	368	244.07941	227.6848
3932202	3.04	6.48	369	243.03621	232.216
3932203	3.04	6.52	431	271.83929	255.4704
3932204	3.04	6.56	443	289.05621	281.936
3932205	3.04	6.6	490	349.74985	365.2384
3932206	3.04	6.64	579	486.22412	579.52161
3932207	3.04	6.68	618	535.16101	647.20001
3932208	3.04	6.72	565	481.20602	587.50403
3932209	3.04	6.76	483	365.36923	417.08801
3932210	3.04	6.8	432	306.61496	348.7168
3932211	3.04	6.84	407	281.94812	326.86401
3932212	3.04	6.88	356	259.74207	320.87521
3932213	3.04	6.92	282	224.78014	308.26559
3932214	3.04	6.96	259	218.97029	315.37921
3932215	3.04	7	247	214.1096	317.09439
3932216	3.04	7.04	238	211.9409	321.4256
3932217	3.04	7.08	232	212.01784	328.0144
3932218	3.04	7.12	226	209.70573	327.16641
3932219	3.04	7.16	222	212.46121	336.21921
3997696	3.08	4.8	297	303.10629	401.19519
3997697	3.08	4.84	316	295.11691	378.4512
3997698	3.08	4.88	324	287.88385	358.95041
3997699	3.08	4.92	314	276.25323	337.832
3997700	3.08	4.96	319	269.50211	319.76001
3997701	3.08	5	326	263.26926	302.33759
3997702	3.08	5.04	352	269.14133	294.09439
3997703	3.08	5.08	369	265.4147	277.82559
3997704	3.08	5.12	402	268.10809	265.43359
3997705	3.08	5.16	447	272.81335	253.97279
3997706	3.08	5.2	455	267.15765	239.6192
3997707	3.08	5.24	463	263.10223	227.0896
3997708	3.08	5.28	478	262.97372	217.4512
3997709	3.08	5.32	477	255.58261	206.26401
3997710	3.08	5.36	493	264.64627	210.8416
3997711	3.08	5.4	488	257.13675	198.8528
3997712	3.08	5.44	467	234.63095	174.0096
3997713	3.08	5.48	436	211.99486	151.1264
3997714	3.08	5.52	420	202.09621	141.024
3997715	3.08	5.56	404	193.03607	132.71201
3997716	3.08	5.6	392	186.21957	126.4448
3997717	3.08	5.64	387	182.71283	122.4976
3997718	3.08	5.68	385	179.71841	118.8912
3997719	3.08	5.72	373	171.39308	111.7968
3997720	3.08	5.76	368	168.05602	108.9632
3997721	3.08	5.8	367	167.604	108.488
3997722	3.08	5.84	368	169.01961	110.008
3997723	3.08	5.88	371	171.03979	111.8784
3997724	3.08	5.92	415	203.6002	138.0192
3997725	3.08	5.96	574	419.28796	449.4368
3997726	3.08	6	571	415.51892	443.40961
3997727	3.08	6.04	375	188.35931	133.28
3997728	3.08	6.08	357	183.07394	133.9088
3997729	3.08	6.12	352	186.59917	140.7952
3997730	3.08	6.16	351	191.35672	147.8976
3997731	3.08	6.2	350	197.88655	157.8
3997732	3.08	6.24	350	204.04774	167.1904
3997733	3.08	6.28	358	214.15875	179.8624
3997734	3.08	6.32	387	239.15179	202.976
3997735	3.08	6.36	369	239.0824	211.744
3997736	3.08	6.4	362	238.38428	216.6848
3997737	3.08	6.44	362	240.58443	224.13921
3997738	3.08	6.48	375	248.6382	233.8096
3997739	3.08	6.52	429	267.45822	250.0208
3997740	3.08	6.56	446	289.85107	281.40161
3997741	3.08	6.6	493	350.22226	364.064
3997742	3.08	6.64	583	487.20367	577.44958
3997743	3.08	6.68	624	539.53442	651.18878
3997744	3.08	6.72	568	478.31674	578.36157
3997745	3.08	6.76	481	356.44235	398.53439
3997746	3.08	6.8	419	286.80704	315.71359
3997747	3.08	6.84	394	261.37863	290.46881
3997748	3.08	6.88	318	226.71831	272.77759
3997749	3.08	6.92	282	211.39117	274.7088
3997750	3.08	6.96	254	204.65642	282.34079
3997751	3.08	7	243	204.45125	293.1264
3997752	3.08	7.04	237	206.15927	304.11359
3997753	3.08	7.08	233	208.21883	313.60959
3997754	3.08	7.12	229	211.37726	324.74399
3997755	3.08	7.16	227	216.45682	337.50879
4063232	3.12	4.8	247	246.4873	316.37439
4063233	3.12	4.84	273	240.50584	294.71841
4063234	3.12	4.88	281	234.4556	278.48959
4063235	3.12	4.92	271	222.22125	257.30881
4063236	3.12	4.96	287	228.27834	255.37601
4063237	3.12	5	304	232.91679	250.2464
4063238	3.12	5.04	313	227.80765	234.112
4063239	3.12	5.08	336	235.28737	231.79041
4063240	3.12	5.12	353	232.49414	218.30881
4063241	3.12	5.16	425	245.85609	210.9904
4063242	3.12	5.2	430	241.84695	201.8688
4063243	3.12	5.24	440	238.49185	190.44321
4063244	3.12	5.28	453	237.72368	181.9856
4063245	3.12	5.32	454	233.30954	174.44
4063246	3.12	5.36	473	244.03697	181.1008
4063247	3.12	5.4	470	237.36023	170.2128
4063248	3.12	5.44	452	219.23354	151.304
4063249	3.12	5.48	412	191.60184	124.9424
4063250	3.12	5.52	399	185.56627	119.4672
4063251	3.12	5.56	378	173.86888	109.96
4063252	3.12	5.6	376	170.61494	106.0528
4063253	3.12	5.64	372	167.78447	103.3648
4063254	3.12	5.68	371	166.4176	102.2128
4063255	3.12	5.72	365	163.99062	100.7472
4063256	3.12	5.76	359	160.41261	98.526398
4063257	3.12	5.8	354	156.70488	95.270401
4063258	3.12	5.84	348	152.16412	91.513603
4063259	3.12	5.88	355	155.51407	94.015999
4063260	3.12	5.92	388	181.09587	116.1984
4063261	3.12	5.96	556	401.72137	430.8848
4063262	3.12	6	550	395.73163	423.65121
4063263	3.12	6.04	349	168.6797	116.4256
4063264	3.12	6.08	323	159.94722	115.52
4063265	3.12	6.12	319	164.16309	123.4976
4063266	3.12	6.16	312	168.40761	132.57761
4063267	3.12	6.2	303	171.78307	140.7424
4063268	3.12	6.24	301	180.11104	153.0992
4063269	3.12	6.28	290	186.83986	165.37601
4063270	3.12	6.32	115	41.985519	21.104
4063271	3.12	6.36	142	50.748955	24.8944
4063272	3.12	6.4	167	64.232712	32.617599
4063273	3.12	6.44	158	67.213646	37.175999
4063275	3.12	6.52	241	87.386703	39.969601
4063276	3.12	6.56	274	106.20513	57.431999
4063277	3.12	6.6	333	171.00977	135.37601
4063278	3.12	6.64	446	320.51633	350.26401
4063279	3.12	6.68	505	387.19986	434.23361
4063280	3.12	6.72	464	337.05276	366.90561
4063281	3.12	6.76	390	229.02234	201.5984
4063282	3.12	6.8	333	170.82875	134.56799
4063283	3.12	6.84	297	153.19315	123.4096
4063285	3.12	6.92	93	19.674591	5.1567998
4063286	3.12	6.96	123	29.640238	9.5391998
4063287	3.12	7	114	25.315889	7.6528001
4063288	3.12	7.04	112	24.913868	7.7487998
4063289	3.12	7.08	111	25.320509	8.0704002
4063290	3.12	7.12	110	26.996445	9.2032003
4063291	3.12	7.16	108	28.932966	10.56
4128768	3.16	4.8	42	13.327939	5.7839999
4128769	3.16	4.84	39	6.889689	1.5776
4128770	3.16	4.88	29	4.73382	1.0592
4128771	3.16	4.92	168	104.91836	88.203201
4128772	3.16	4.96	168	91.781197	70.092796
4128773	3.16	5	150	67.815201	43.0784
4128774	3.16	5.04	127	48.152073	25.881599
4128775	3.16	5.08	113	38.803425	19.087999
4128776	3.16	5.12	69	19.397087	7.7600002
4128777	3.16	5.16	355	215.65956	186.3136
4128778	3.16	5.2	375	211.64218	174.64799
4128779	3.16	5.24	396	210.51851	163.48959
4128780	3.16	5.28	416	213.29005	156.7616
4128781	3.16	5.32	420	211.78104	152.424
4128782	3.16	5.36	436	220.36288	157.12959
4128783	3.16	5.4	425	206.77844	139.5824
4128784	3.16	5.44	413	192.6102	124.3616
4128785	3.16	5.48	362	168.94011	106.16
4128786	3.16	5.52	351	160.44887	97.444801
4128787	3.16	5.56	353	159.13219	93.531197
4128788	3.16	5.6	348	154.98006	89.2192
4128789	3.16	5.64	350	152.74246	84.956802
4128790	3.16	5.68	346	148.50285	82.171204
4128791	3.16	5.72	340	146.15814	81.227203
4128792	3.16	5.76	337	146.00421	82.6064
4128793	3.16	5.8	333	144.77597	83.649597
4128794	3.16	5.84	333	143.80528	83.420799
4128795	3.16	5.88	340	148.97957	88.5056
4128796	3.16	5.92	363	165.87131	104.3856
4128797	3.16	5.96	546	394.01614	422.9888
4128798	3.16	6	536	385.72137	414.896
4128799	3.16	6.04	333	160.13019	109.2224
4128800	3.16	6.08	310	152.57179	108.7024
4128801	3.16	6.12	305	157.37149	117.232
4128802	3.16	6.16	301	163.42891	127.32
4128803	3.16	6.2	300	172.11256	139.4464
4128804	3.16	6.24	293	178.54353	150.536
4128805	3.16	6.28	289	186.43147	162.8528
4128806	3.16	6.32	112	43.682781	23.568001
4128807	3.16	6.36	119	45.730396	24.8304
4128808	3.16	6.4	121	47.800858	26.420799
4128809	3.16	6.44	109	44.055561	24.5872
4128811	3.16	6.52	236	88.245117	42.123199
4128812	3.16	6.56	262	103.58092	56.768002
4128813	3.16	6.6	326	166.77905	130.99361
4128814	3.16	6.64	431	310.00848	340.59521
4128815	3.16	6.68	480	370.276	420.2496
4128816	3.16	6.72	427	304.66785	333.16
4128817	3.16	6.76	337	178.358	144.0032
4128818	3.16	6.8	273	115.20872	68.985603
4128819	3.16	6.84	243	96.810638	52.190399
4128821	3.16	6.92	83	17.128313	4.1887999
4128822	3.16	6.96	97	21.272156	6.2336001
4128823	3.16	7	111	27.025276	9.3535995
4128824	3.16	7.04	110	26.065348	8.7952003
4128825	3.16	7.08	107	25.454184	8.5727997
4128826	3.16	7.12	105	26.04426	8.9535999
4128827	3.16	7.16	106	28.961067	10.608
4194305	3.2	4.84	30	5.7652979	1.4912
4194306	3.2	4.88	27	5.0522752	1.3135999
4194307	3.2	4.92	75	26.693171	14.4528
4194308	3.2	4.96	83	32.136166	19.524799
4194309	3.2	5	77	25.613506	13.4784
4194310	3.2	5.04	68	17.73901	6.552
4194311	3.2	5.08	68	18.388031	6.9200001
4194312	3.2	5.12	68	19.094198	7.0704002
4194313	3.2	5.16	326	189.39143	154.87041
4194314	3.2	5.2	335	180.91406	139.9456
4194315	3.2	5.24	340	169.00072	119.7968
4194316	3.2	5.28	347	156.54019	96.582397
4194317	3.2	5.32	343	150.37836	90.086403
4194318	3.2	5.36	333	142.24568	83.118401
4194319	3.2	5.4	265	97.877777	48.865601
4194320	3.2	5.44	204	77.11097	40.420799
4194321	3.2	5.48	208	106.26859	73.059196
4194322	3.2	5.52	248	103.83669	55.268799
4194323	3.2	5.56	251	99.81015	48.624001
4194324	3.2	5.6	241	96.757286	48.048
4194325	3.2	5.64	184	76.418167	40.326401
4194326	3.2	5.68	180	72.889717	37.633598
4194327	3.2	5.72	251	101.16173	52.2528
4194328	3.2	5.76	283	115.87157	60.712002
4194329	3.2	5.8	300	127.66702	71.083199
4194330	3.2	5.84	312	136.29858	79.152
4194331	3.2	5.88	326	148.26349	90.889603
4194332	3.2	5.92	351	168.81058	112.9264
4194333	3.2	5.96	538	389.75046	420.35519
4194334	3.2	6	526	381.0748	412.71841
4194335	3.2	6.04	320	157.44823	108.408
4194336	3.2	6.08	303	152.73003	108.7696
4194337	3.2	6.12	296	155.50166	115.5184
4194338	3.2	6.16	296	163.6087	126.7648
4194339	3.2	6.2	295	171.69041	138.35361
4194340	3.2	6.24	288	177.28717	148.6192
4194341	3.2	6.28	288	187.5023	162.936
4194342	3.2	6.32	101	42.141998	24.523199
4194343	3.2	6.36	104	42.948174	25.419201
4194344	3.2	6.4	103	42.006329	24.8992
4194345	3.2	6.44	93	39.828022	23.740801
4194347	3.2	6.52	230	87.913895	43.980801
4194348	3.2	6.56	255	102.92833	58.041599
4194349	3.2	6.6	313	158.90723	123.3424
4194350	3.2	6.64	428	305.2117	329.35681
4194351	3.2	6.68	488	383.7525	436.328
4194352	3.2	6.72	422	303.99194	332.65921
4194353	3.2	6.76	316	165.76581	133.7552
4194354	3.2	6.8	252	102.16079	59.1488
4194355	3.2	6.84	229	86.95871	43.279999
4194357	3.2	6.92	83	18.575243	4.9952002
4194358	3.2	6.96	86	18.24155	4.9552002
4194359	3.2	7	98	23.307735	7.8175998
4194360	3.2	7.04	106	27.177498	10.0816
4194361	3.2	7.08	103	26.312174	9.5967999
4194362	3.2	7.12	105	28.274229	10.5248
4194363	3.2	7.16	103	29.424183	11.2224
4259841	3.24	4.84	27	6.0168109	1.7920001
4259842	3.24	4.88	27	5.832253	1.7104
4259843	3.24	4.92	71	21.333469	10.1584
4259844	3.24	4.96	81	28.698267	16.9648
4259845	3.24	5	81	26.454065	14.4048
4259846	3.24	5.04	72	18.256544	7.2351999
4259847	3.24	5.08	70	17.251848	6.1167998
4259848	3.24	5.12	69	17.703981	6.1872001
4259849	3.24	5.16	275	137.60223	91.332802
4259850	3.24	5.2	274	127.27692	79.689598
4259851	3.24	5.24	275	117.72443	68.344002
4259852	3.24	5.28	280	110.39739	58.041599
4259853	3.24	5.32	272	107.02144	58.6464
4259854	3.24	5.36	260	100.69891	53.703999
4259855	3.24	5.4	215	77.945946	39.755199
4259856	3.24	5.44	195	77.610741	43.625599
4259857	3.24	5.48	128	52.066845	26.740801
4259858	3.24	5.52	173	69.55941	34.926399
4259859	3.24	5.56	172	64.802238	30.246401
4259860	3.24	5.6	157	57.638287	25.9984
4259861	3.24	5.64	142	58.275364	29.686399
4259862	3.24	5.68	174	72.292641	36.848
4259863	3.24	5.72	191	70.891571	31.915199
4259864	3.24	5.76	227	88.659538	43.513599
4259865	3.24	5.8	245	97.323059	49.073601
4259866	3.24	5.84	259	103.53677	52.870399
4259867	3.24	5.88	282	121.46165	68.430397
4259868	3.24	5.92	311	151.72411	102.344
4259869	3.24	5.96	525	377.97293	410.08319
4259870	3.24	6	511	370.18506	403.18561
4259871	3.24	6.04	298	147.75584	99.7136
4259872	3.24	6.08	287	145.1375	101.1264
4259873	3.24	6.12	283	148.22972	107.0688
4259874	3.24	6.16	282	155.47636	117.5696
4259875	3.24	6.2	280	164.30658	131.0304
4259876	3.24	6.24	284	177.65083	148.83681
4259877	3.24	6.28	282	185.34163	160.6432
4259878	3.24	6.32	89	41.818237	26.312
4259879	3.24	6.36	96	40.436947	24.856001
4259880	3.24	6.4	97	42.221485	26.504
4259881	3.24	6.44	87	40.034889	25.028799
4259883	3.24	6.52	229	91.553207	48.7808
4259884	3.24	6.56	250	104.68884	62.9328
4259885	3.24	6.6	300	151.96605	118.9456
4259886	3.24	6.64	418	296.58411	316.95999
4259887	3.24	6.68	494	390.99408	442.4512
4259888	3.24	6.72	416	303.50266	332.92319
4259889	3.24	6.76	305	159.99535	129.94881
4259890	3.24	6.8	250	105.62165	64.900803
4259891	3.24	6.84	227	91.348122	50.1936
4259893	3.24	6.92	83	20.4732	6.0704002
4259894	3.24	6.96	84	19.183294	5.4447999
4259895	3.24	7	90	21.136593	6.5103998
4259896	3.24	7.04	97	25.44014	9.4463997
4259897	3.24	7.08	105	30.302172	12.344
4259898	3.24	7.12	100	28.700823	11.272
4259899	3.24	7.16	100	30.329388	12.056
4325377	3.28	4.84	26	6.6675682	2.2096
4325378	3.28	4.88	26	6.5166049	2.1328001
4325379	3.28	4.92	67	16.109274	5.7407999
4325380	3.28	4.96	79	24.191868	12.7184
4325381	3.28	5	84	26.795893	14.72
4325382	3.28	5.04	75	18.343124	7.3376002
4325383	3.28	5.08	70	15.504112	5.0367999
4325384	3.28	5.12	69	16.066582	5.1536002
4325385	3.28	5.16	242	113.23853	69.006401
4325386	3.28	5.2	231	97.006844	53.731201
4325387	3.28	5.24	231	89.743546	46.231998
4325388	3.28	5.28	244	91.149643	45.248001
4325389	3.28	5.32	250	99.231262	55.019199
4325390	3.28	5.36	236	92.355324	49.454399
4325391	3.28	5.4	194	72.953621	39.428799
4325392	3.28	5.44	187	76.101768	43.548801
4325403	3.28	5.88	44	10.038424	3.0864
4325404	3.28	5.92	104	46.874172	31.5504
4325405	3.28	5.96	348	284.89667	348.78879
4325406	3.28	6	340	279.56198	342.44159
4325407	3.28	6.04	62	20.797184	10.968
4325408	3.28	6.08	38	7.4723382	1.9152
4325415	3.28	6.36	92	42.082451	27.617599
4325416	3.28	6.4	87	42.028797	27.992001
4325419	3.28	6.52	226	95.450111	54.820801
4325420	3.28	6.56	242	105.59325	67.059196
4325421	3.28	6.6	290	149.43929	120.7184
4325422	3.28	6.64	407	289.14459	310.24481
4325423	3.28	6.68	503	400.80969	451.27521
4325424	3.28	6.72	420	307.24136	335.78561
4325425	3.28	6.76	291	152.99718	127.0768
4325426	3.28	6.8	245	109.38222	73.422401
4325427	3.28	6.84	220	92.002289	53.076801
4325429	3.28	6.92	83	22.786308	7.4144001
4325430	3.28	6.96	83	21.408356	6.7424002
4325431	3.28	7	85	21.686769	7.1487999
4325432	3.28	7.04	90	24.00281	8.368
4325433	3.28	7.08	96	28.436926	11.4496
4325434	3.28	7.12	102	33.125443	14.4032
4325435	3.28	7.16	100	33.578781	14.5904
4390915	3.32	4.92	66	14.990209	5.2031999
4390916	3.32	4.96	73	18.611401	8.4736004
4390917	3.32	5	85	25.633595	13.5424
4390918	3.32	5.04	81	20.973816	9.2720003
4390919	3.32	5.08	71	14.538219	4.3151999
4390920	3.32	5.12	71	15.570145	4.6367998
4390921	3.32	5.16	215	96.697273	55.492802
4390922	3.32	5.2	209	87.671967	48.099201
4390923	3.32	5.24	209	81.504868	42.265598
4390924	3.32	5.28	230	88.296219	45.4384
4390925	3.32	5.32	240	98.161697	55.152
4390926	3.32	5.36	219	87.66909	47.380798
4390927	3.32	5.4	184	73.970482	42.9744
4390928	3.32	5.44	181	77.149773	45.563202
4390939	3.32	5.88	58	14.61967	5.0960002
4390940	3.32	5.92	115	40.677982	19.937599
4390941	3.32	5.96	318	275.23666	347.33441
4390942	3.32	6	305	262.57748	335.11041
4390943	3.32	6.04	82	24.917185	10.4352
4390944	3.32	6.08	73	33.350075	25.6304
4390951	3.32	6.36	87	42.554436	29.0832
4390952	3.32	6.4	86	44.204044	31.132799
4390953	3.32	6.44	9	0.67803377	0.056000002
4390955	3.32	6.52	226	100.44596	60.798401
4390956	3.32	6.56	239	110.97665	75.731201
4390957	3.32	6.6	275	147.229	126.8944
4390958	3.32	6.64	400	285.42752	308.70721
4390959	3.32	6.68	511	403.04703	446.608
4390960	3.32	6.72	412	296.58502	318.10559
4390961	3.32	6.76	282	154.54916	136.1696
4390962	3.32	6.8	237	112.16035	80.5504
4390963	3.32	6.84	221	98.028473	60.2048
4456451	3.36	4.92	69	15.808177	5.4559999
4456452	3.36	4.96	68	13.359553	4.0208001
4456453	3.36	5	86	25.114708	12.7104
4456454	3.36	5.04	87	23.729494	10.9536
4456455	3.36	5.08	72	13.885287	3.7423999
4456456	3.36	5.12	72	15.037488	4.1408
4456457	3.36	5.16	198	89.29718	50.431999
4456458	3.36	5.2	196	84.911949	47.492802
4456459	3.36	5.24	191	78.324951	42.464001
4456460	3.36	5.28	224	89.980637	48.547199
4456461	3.36	5.32	240	102.23216	58.2784
4456462	3.36	5.36	190	77.044121	42.475201
4456463	3.36	5.4	180	77.433578	46.313599
4456464	3.36	5.44	174	77.778572	47.454399
4456475	3.36	5.88	69	18.826794	7.1279998
4456476	3.36	5.92	98	30.655605	13.488
4456477	3.36	5.96	312	273.68289	350.03519
4456478	3.36	6	296	259.03159	337.02881
4456479	3.36	6.04	74	19.497139	7.2096
4456480	3.36	6.08	59	17.626604	7.888
4456487	3.36	6.36	86	45.378212	32.491199
4456488	3.36	6.4	82	45.096119	33.5536
4456489	3.36	6.44	12	1.1826197	0.16159999
4456491	3.36	6.52	219	104.75481	68.358398
4456492	3.36	6.56	235	117.89436	87.9776
4456493	3.36	6.6	260	147.96555	135.6864
4456494	3.36	6.64	386	269.81708	289.6528
4456495	3.36	6.68	521	405.2955	442.91199
4456496	3.36	6.72	402	286.02222	306.0864
4456497	3.36	6.76	269	154.95058	144.8736
4456498	3.36	6.8	236	119.02737	89.931198
4456499	3.36	6.84	216	102.58612	67.292801
4521987	3.4	4.92	65	14.051261	4.5344
4521988	3.4	4.96	71	14.987683	4.8319998
4521989	3.4	5	80	19.29541	7.8144002
4521990	3.4	5.04	91	25.207209	11.512
4521991	3.4	5.08	74	14.03632	3.5583999
4521992	3.4	5.12	71	13.962708	3.4400001
4521993	3.4	5.16	189	88.361374	50.763199
4521994	3.4	5.2	187	85.483803	49.832001
