Ref	x1	y1	x2	y2	Connectivity	Line Length
55	531263.310319	184015.655322	531322.328466	184027.032065	3	60.104675
56	531267.276193	184023.293136	531279.998323	183953.103227	2	71.333557
57	531276.790994	183954.982689	531332.164824	183964.220045	3	56.139023
58	531315.938544	184033.420237	531330.606508	183957.32202	2	77.498955
59	530805.297175	183814.47291	530917.998915	183816.172423	2	112.71455
60	531137.25158	184338.103022	531389.731841	184417.270361	2	264.6011
61	531482.315148	184748.987159	531515.68291	184604.958387	3	147.84348
62	531368.65698	184629.89125	531825.581777	184818.847162	4	494.45386
63	531499.621531	184633.380251	531557.658516	184575.476826	3	81.982307
64	531448.765994	184571.987825	531511.651075	184633.330266	3	87.848892
65	531455.263586	184588.241656	531482.75262	184391.268039	3	198.88251
66	531253.867502	184551.34532	531771.873449	184542.816175	8	518.07617
67	531538.389808	184393.898802	531556.570168	184579.665627	3	186.65433
68	531477.821589	184396.158155	531539.008188	184394.478636	3	61.209644
69	531504.774694	184099.972937	531518.247124	184396.897944	5	297.2305
70	531504.21403	184168.393352	531617.311533	184170.992608	2	113.12737
71	531613.081817	184089.635896	531633.892351	184844.909702	11	755.56042
72	531696.109582	184617.094913	532336.825597	184713.631764	7	647.94781
73	531693.891661	184686.55503	531707.199189	184493.080412	3	193.93173
74	531766.398728	184690.443917	531770.282152	184626.252292	3	64.308983
75	531715.155673	184708.648706	531777.158533	184678.767259	2	68.827721
76	531756.752007	184680.046893	531893.049669	184714.459702	3	140.57487
77	531802.569811	184881.939102	531928.339973	184494.52	7	407.3226
78	531915.05718	184493.590266	532146.166242	184553.793033	5	238.82162
79	531867.17811	184309.163057	531926.501324	184507.626248	7	207.13977
80	531804.853693	184370.135604	531890.140605	184365.9568	1	85.389229
81	531914.954989	184937.248897	531938.230796	184850.183819	1	90.122643
82	531727.350119	184540.286899	532142.521925	184626.702163	5	424.06982
83	531988.02597	184142.100878	532097.149354	184185.478462	4	117.42882
84	531995.289869	184203.763228	532092.309503	184152.257971	4	109.84353
85	532004.895365	184393.528908	532012.827114	184191.676688	4	202.008
86	531770.66967	184306.943693	532197.700686	184339.404401	9	428.263
87	531756.669556	184399.467208	531782.056099	184280.711202	3	121.43914
88	531679.965752	184279.461559	531706.951837	184397.187861	2	120.77968
89	531703.266295	184391.549475	531758.656616	184398.58746	2	55.835659
90	531375.945614	184307.153633	531938.431928	184318.41041	10	562.59894
91	531947.699377	184327.637769	531947.996199	184303.35472	1	24.284863
92	532079.02671	184465.13841	532156.350838	184461.379486	1	77.415443
93	532066.733324	184474.635691	532086.884253	184461.479457	2	24.065462
94	532060.904065	184538.46742	532069.503664	184467.137838	2	71.8461
95	531877.533907	184358.698878	531913.490618	184005.483699	5	355.04062
96	531605.075862	184107.780703	531784.325886	184010.332886	5	204.02609
97	531761.919063	183988.762648	531858.595001	184319.94997	5	345.00909
98	531730.103969	184317.130777	531731.126357	184281.620941	1	35.524551
99	531883.577536	184174.741535	531976.746727	184169.143138	3	93.337242
100	531941.655747	184167.103721	532013.816522	184208.881763	4	83.382149
101	531939.215209	184180.00003	532008.951935	184140.491339	4	80.15078
102	531994.844636	184026.539839	532004.178045	184152.177994	3	125.98436
103	531409.165843	184133.61755	531674.161229	184084.357407	7	269.535
104	531840.027124	184568.878715	531855.428898	184524.461429	2	47.011806
105	531792.296465	184515.154093	531856.682147	184525.89102	1	65.274788
106	531761.121889	184553.673067	531766.547139	184449.492888	3	104.32134
107	531616.000568	184461.6794	531914.034792	184443.394634	3	298.5946
108	531982.394594	184514.364319	531995.627917	184446.803658	2	68.84449
109	531964.205989	184441.645135	532023.224136	184453.021878	3	60.104675
110	531968.171863	184449.282949	531980.893993	184379.09304	2	71.333557
111	531977.686664	184380.972502	532033.060494	184390.209858	3	56.139023
112	532016.834214	184459.41005	532031.502178	184383.311833	2	77.498955
113	531506.192845	184240.462723	531618.894585	184242.162236	2	112.71455
114	531838.14725	184764.092835	532090.627511	184843.260174	3	264.6011
115	531898.14101	185489.577346	532384.945646	183588.377395	18	1962.5341
116	532034.570496	184072.765934	532153.818761	183879.247573	2	227.30927
117	531848.44415	184056.30916	531872.755533	183888.256031	4	169.80252
118	531400.054039	183972.757185	532184.244392	184077.342903	11	791.13379
119	531934.003528	183974.894229	532082.780772	183561.676249	4	439.18533
120	531813.343861	183944.172569	532002.221345	183988.159089	2	193.93173
121	531954.870458	183903.130736	532017.621625	183917.199738	3	64.308983
122	532007.80999	183904.715765	532027.422876	183970.689929	2	68.827721
123	532005.819462	183925.065251	532165.607001	183554.842291	4	403.23331
124	531850.025607	183726.090547	532215.340633	183914.50679	8	411.04227
125	531846.989846	183739.055158	531943.272396	183520.502093	6	238.82162
126	531657.287906	183756.915025	531862.671007	183729.995445	7	207.13977
127	531707.542847	183828.164062	531717.01638	183743.301986	1	85.389229
128	531940.34277	183521.523908	532612.061879	183803.786692	10	728.61432
129	531863.159436	183931.80645	532014.667663	183535.72504	6	424.06982
130	531536.953309	183521.916305	532020.122575	183540.072134	8	483.51025
131	531322.823096	183496.217515	531822.859891	183537.217461	5	501.71484
132	531511.632096	183610.975442	531571.854282	183510.164649	5	117.42882
133	531538.287099	183509.645622	531573.66377	183613.636448	5	109.84353
134	531564.528151	183594.396389	531762.533216	183634.411704	4	202.008
135	531647.800083	183818.5796	531724.933652	183527.756719	8	300.87793
136	531562.202013	183850.065477	531683.634527	183848.796579	2	121.43914
137	531554.551076	183899.243828	531664.561818	183949.097288	2	120.77968
138	531559.344147	183903.976806	531563.459261	183848.292996	2	55.835659
139	531576.977884	184241.542411	531576.980112	184241.530177	1	0.012435302
140	531664.440206	183676.204772	531688.365256	183680.369694	1	24.284863
141	531845.046699	183572.646808	531848.537589	183527.458858	2	45.32259
142	531842.687431	183564.306378	531852.462311	183586.297243	2	24.065462
143	531845.502111	183582.366824	531914.547926	183602.2298	2	71.8461
144	531365.756011	183674.793817	531707.841194	183754.590132	5	351.26874
145	531374.060775	183774.507149	531666.56825	183767.108281	4	292.60104
146	531608.404903	183886.834614	531643.297417	183893.505914	1	35.524551
147	531527.201005	183719.292094	531536.529925	183626.42223	3	93.337242
148	531528.921394	183660.739083	531581.670868	183596.162963	4	83.382149
149	531513.379763	183590.060561	531541.26357	183665.204695	4	80.15078
150	531346.669404	183577.424472	531524.155712	183596.636795	3	178.52312
151	531867.958408	183802.842932	531909.351639	183825.129931	2	47.011806
152	531848.703773	183863.683623	531869.569538	183801.833663	1	65.274788
153	531779.776929	183878.633935	531881.759204	183900.601153	3	104.32134
154	531767.803098	184029.197571	531797.273386	183732.060846	5	298.5946
155	531813.648701	183652.055167	531878.234973	183675.891635	2	68.84449
156	531803.545994	183682.252572	531824.187543	183625.803494	3	60.104675
157	531744.455054	183655.80423	531811.718445	183679.555275	2	71.333557
158	531745.799066	183659.270202	531763.747518	183606.077695	3	56.139023
159	531756.689274	183606.516194	531829.475123	183633.130249	2	77.498955
160	532101.768494	183858.112362	532220.180595	183621.485389	2	264.6011
161	531603.201562	184097.54814	531677.778268	183688.047288	9	416.23627
162	530283.954463	184816.224091	530735.913127	184226.335686	8	743.12512
163	530031.188827	184139.955564	532155.727239	185032.528489	15	2304.4197
164	530658.07799	184557.915926	530736.182459	184432.387497	4	147.84348
165	530571.605016	184436.422319	531028.529813	184625.378231	5	494.45386
166	530666.7819	184526.451467	530666.970866	184608.433553	3	81.982307
167	530587.419247	184533.993682	530675.26257	184534.983211	3	87.848892
168	530484.78534	184684.376675	530604.445957	184525.51954	3	198.88251
169	530494.120564	184472.048499	530795.550319	184782.852818	7	432.96561
170	530525.083202	184723.367243	530669.158913	184604.69952	3	186.65433
171	530483.801413	184678.989008	530525.930499	184723.393522	3	61.209644
172	530293.689137	184907.701657	530512.942029	184707.017488	5	297.2305
173	530341.616956	184858.869376	530423.516952	184936.909058	2	113.12737
174	530363.061129	184991.515821	530950.638138	184434.164686	10	809.86853
175	530794.377847	184676.757956	531157.155075	184924.298761	4	439.18533
176	530714.63809	184772.38299	530841.86679	184626.019141	2	193.93173
177	530853.353986	184722.66267	530895.942795	184674.477205	3	64.308983
178	530872.524608	184625.397132	530895.312774	184690.342917	2	68.827721
179	530881.770348	184675.02409	531228.261643	184881.278496	4	403.23331
180	530872.205195	184927.553625	531056.800416	184564.460939	8	407.3226
181	530862.145357	184918.830286	531068.273127	185039.441704	7	238.82162
182	530697.991446	185015.573733	530880.160401	184916.976808	7	207.13977
183	530696.935008	184928.390774	530754.360003	184991.58642	1	85.389229
184	531185.28388	184712.955635	531230.299717	184634.880893	1	90.122643
185	531065.300707	185040.331386	531310.676276	184636.92219	8	472.17386
186	530762.244887	184753.196919	531117.1883	184985.253807	6	424.06982
187	530857.793097	185213.727228	531119.059025	184978.53416	7	351.53329
188	530551.230991	185447.375269	530733.983907	185290.855505	6	240.61809
